id,timestamp,description,category,amount,type
406,2025-05-17 14:34:37,Clothing Store,Shopping,-1807.5,expense
407,2025-05-17 15:30:34,Cafe Coffee,Food,-95.41,expense
412,2025-05-18 08:40:49,Shopping Mall,Shopping,-1841.04,expense
411,2025-05-18 12:37:56,Cafe Coffee,Food,-71.4,expense
408,2025-05-18 12:39:12,Freelance Payment,Freelance,7693.46,income
410,2025-05-18 19:06:33,Haircut Salon,Other,-325.23,expense
409,2025-05-18 21:59:44,Books Purchase,Other,-145.96,expense
415,2025-05-19 12:57:50,Grocery Store,Food,-252.99,expense
414,2025-05-19 19:04:02,Street Food,Food,-64.29,expense
413,2025-05-19 21:43:33,Uber Ride,Travel,-184.67,expense
417,2025-05-20 14:46:13,Grocery Store,Food,-690.79,expense
416,2025-05-20 20:59:26,Grocery Store,Food,-363.62,expense
418,2025-05-21 12:01:51,Metro Card Recharge,Travel,-153.19,expense
419,2025-05-21 23:56:34,Medical Consultation,Other,-378.24,expense
421,2025-05-22 19:36:38,Street Food,Food,-39.22,expense
420,2025-05-22 23:51:11,Haircut Salon,Other,-252.29,expense
424,2025-05-23 11:47:25,ATM Withdrawal,Other,-712.96,expense
422,2025-05-23 15:25:07,Grocery Store,Food,-319.46,expense
423,2025-05-23 21:02:45,Restaurant Dinner,Food,-146.02,expense
428,2025-05-24 08:01:28,Pharmacy,Shopping,-84.04,expense
425,2025-05-24 13:56:10,Lunch Canteen,Food,-66.29,expense
426,2025-05-24 20:24:34,Auto Rickshaw,Travel,-75.96,expense
427,2025-05-24 22:15:30,Uber Ride,Travel,-128.96,expense
429,2025-05-25 11:24:17,Metro Card Recharge,Travel,-237.69,expense
431,2025-05-25 19:37:28,Metro Card Recharge,Travel,-320.27,expense
430,2025-05-25 22:38:26,Laundry Service,Other,-190.38,expense
435,2025-05-26 07:11:38,Grocery Store,Food,-381.08,expense
432,2025-05-26 13:49:03,Grocery Store,Food,-638.84,expense
433,2025-05-26 20:24:29,Laundry Service,Other,-182.43,expense
434,2025-05-26 22:15:09,Juice Bar,Food,-69.46,expense
437,2025-05-27 11:20:36,Restaurant Dinner,Food,-194.42,expense
436,2025-05-27 19:27:36,Haircut Salon,Other,-173.17,expense
438,2025-05-27 22:13:38,Gym Membership,Other,-1078.68,expense
439,2025-05-28 07:21:27,Salary Deposit,Salary,55571.05,income
442,2025-05-28 07:44:17,Metro Card Recharge,Travel,-205.13,expense
441,2025-05-28 12:45:06,Ola Cab,Travel,-142.18,expense
443,2025-05-28 20:39:52,Zomato Delivery,Food,-167.94,expense
440,2025-05-28 21:38:48,Lunch Canteen,Food,-86.53,expense
444,2025-05-29 07:33:33,Bus Pass,Travel,-106.55,expense
445,2025-05-29 18:18:37,Gym Membership,Other,-837.23,expense
446,2025-05-30 14:47:02,Petrol Station,Travel,-1743.76,expense
447,2025-05-30 15:37:40,Street Food,Food,-59.21,expense
449,2025-05-31 06:21:38,Zomato Delivery,Food,-351.78,expense
451,2025-05-31 14:40:09,Gym Membership,Other,-892.82,expense
448,2025-05-31 18:11:07,Gaming Purchase,Entertainment,-417.1,expense
450,2025-05-31 23:07:04,Ola Cab,Travel,-170.35,expense
452,2025-06-01 06:32:29,Rent Payment,Rent,-11012.55,expense
454,2025-06-01 09:52:10,Grocery Store,Food,-422.27,expense
453,2025-06-01 17:17:45,Spotify Premium,Entertainment,-119,expense
455,2025-06-01 23:50:56,Clothing Store,Shopping,-1943.11,expense
457,2025-06-02 06:39:45,Metro Card Recharge,Travel,-368.84,expense
456,2025-06-02 12:19:55,Uber Ride,Travel,-113.63,expense
461,2025-06-03 11:04:50,Metro Card Recharge,Travel,-302.22,expense
460,2025-06-03 15:36:18,Zomato Delivery,Food,-223.25,expense
459,2025-06-03 19:37:56,Haircut Salon,Other,-229.25,expense
458,2025-06-03 22:16:06,Zomato Delivery,Food,-149.79,expense
463,2025-06-04 06:17:02,Laundry Service,Other,-242.85,expense
464,2025-06-04 17:22:32,Bus Pass,Travel,-80.84,expense
462,2025-06-04 23:32:10,Cafe Coffee,Food,-106.6,expense
467,2025-06-05 06:51:28,Petrol Station,Travel,-1676.46,expense
465,2025-06-05 19:26:51,Netflix Subscription,Entertainment,-649,expense
466,2025-06-05 20:33:23,Amazon Prime,Entertainment,-299,expense
469,2025-06-06 13:02:36,Restaurant Dinner,Food,-521.1,expense
468,2025-06-06 15:09:19,Electricity Bill,Bills,-1351.86,expense
470,2025-06-06 20:23:28,Medical Consultation,Other,-340.37,expense
473,2025-06-07 07:42:29,ATM Withdrawal,Other,-624.87,expense
471,2025-06-07 20:53:51,Bus Pass,Travel,-90.2,expense
472,2025-06-07 22:14:33,Sports Event Ticket,Entertainment,-768.63,expense
475,2025-06-08 07:26:02,Haircut Salon,Other,-255.74,expense
476,2025-06-08 15:24:33,Restaurant Dinner,Food,-500.0,expense
474,2025-06-08 21:54:45,Pharmacy,Shopping,-207.64,expense
478,2025-06-09 10:21:36,ATM Withdrawal,Other,-1467.21,expense
477,2025-06-09 21:28:47,Juice Bar,Food,-63.19,expense
480,2025-06-10 06:54:19,Laundry Service,Other,-206.13,expense
481,2025-06-10 13:29:23,Bakery,Food,-45.18,expense
482,2025-06-10 19:41:05,Juice Bar,Food,-57.4,expense
479,2025-06-10 21:13:59,Restaurant Dinner,Food,-461.7,expense
484,2025-06-11 07:07:19,Uber Ride,Travel,-167.32,expense
483,2025-06-11 12:42:44,Lunch Canteen,Food,-134.57,expense
486,2025-06-11 18:16:21,Lunch Canteen,Food,-91.47,expense
485,2025-06-11 23:46:04,Cafe Coffee,Food,-74.29,expense
487,2025-06-12 08:20:26,Gym Membership,Other,-703.75,expense
488,2025-06-12 20:40:25,Restaurant Dinner,Food,-401.09,expense
489,2025-06-13 14:18:49,Internet Bill,Bills,-835.15,expense
491,2025-06-13 18:44:10,Cafe Coffee,Food,-102.05,expense
490,2025-06-13 22:22:31,Laundry Service,Other,-203.82,expense
492,2025-06-14 16:15:42,Stationery Shop,Shopping,-149.09,expense
494,2025-06-14 17:32:45,Clothing Store,Shopping,-992.51,expense
493,2025-06-14 22:41:36,Lunch Canteen,Food,-117.59,expense
495,2025-06-15 16:08:09,Bus Pass,Travel,-157.51,expense
496,2025-06-15 22:50:12,ATM Withdrawal,Other,-1439.26,expense
497,2025-06-16 10:35:55,Cafe Coffee,Food,-93.84,expense
498,2025-06-16 13:10:03,Bakery,Food,-100.74,expense
500,2025-06-16 20:54:21,Gym Membership,Other,-925.83,expense
499,2025-06-16 22:54:11,Auto Rickshaw,Travel,-81.12,expense
501,2025-06-17 07:05:47,Cafe Coffee,Food,-65.07,expense
503,2025-06-17 20:59:06,Auto Rickshaw,Travel,-32.03,expense
502,2025-06-17 22:33:45,Ola Cab,Travel,-269.94,expense
505,2025-06-18 19:37:58,Swiggy Order,Food,-234.99,expense
504,2025-06-18 21:49:16,Gym Membership,Other,-853.09,expense
509,2025-06-19 06:32:27,Laundry Service,Other,-216.74,expense
507,2025-06-19 14:36:28,Bakery,Food,-93.61,expense
506,2025-06-19 17:16:29,Books Purchase,Other,-184.77,expense
508,2025-06-19 21:30:02,Street Food,Food,-50.92,expense
511,2025-06-20 13:43:30,Juice Bar,Food,-40.26,expense
510,2025-06-20 14:03:33,Freelance Payment,Freelance,6725.33,income
513,2025-06-20 20:33:43,Lunch Canteen,Food,-130.46,expense
512,2025-06-20 21:30:58,Zomato Delivery,Food,-182.77,expense
514,2025-06-21 15:39:29,Petrol Station,Travel,-809.63,expense
515,2025-06-21 23:00:44,Restaurant Dinner,Food,-503.91,expense
516,2025-06-22 15:00:58,Petrol Station,Travel,-1119.06,expense
517,2025-06-22 17:13:00,Street Food,Food,-58.6,expense
519,2025-06-23 09:19:55,Haircut Salon,Other,-220.54,expense
518,2025-06-23 13:11:47,Freelance Payment,Freelance,4946.53,income
520,2025-06-23 16:49:12,Books Purchase,Other,-161.28,expense
521,2025-06-23 23:48:48,Bakery,Food,-62.5,expense
522,2025-06-24 12:10:38,Zomato Delivery,Food,-287.3,expense
523,2025-06-24 20:50:44,Medical Consultation,Other,-454.59,expense
524,2025-06-25 10:09:25,Restaurant Dinner,Food,-336.84,expense
526,2025-06-25 16:48:42,Gym Membership,Other,-661.79,expense
525,2025-06-25 21:02:13,Ola Cab,Travel,-179.38,expense
527,2025-06-26 10:23:23,Juice Bar,Food,-40.24,expense
528,2025-06-26 20:52:14,Metro Card Recharge,Travel,-336.35,expense
529,2025-06-27 19:03:32,Street Food,Food,-67.3,expense
530,2025-06-27 23:15:58,Metro Card Recharge,Travel,-196.87,expense
531,2025-06-28 09:46:29,Salary Deposit,Salary,54445.52,income
532,2025-06-28 15:28:31,Gym Membership,Other,-976.85,expense
533,2025-06-29 16:20:44,Shopping Mall,Shopping,-909.74,expense
534,2025-06-29 21:53:14,Bus Pass,Travel,-160.16,expense
535,2025-06-30 09:37:30,Uber Ride,Travel,-200.4,expense
536,2025-06-30 23:46:11,Gym Membership,Other,-716.5,expense
540,2025-07-01 06:59:06,Ola Cab,Travel,-115.86,expense
537,2025-07-01 11:14:56,Rent Payment,Rent,-12903.97,expense
539,2025-07-01 16:57:44,Uber Ride,Travel,-146.73,expense
538,2025-07-01 20:16:35,Cashback Refund,Other,487.14,income
541,2025-07-01 21:56:20,Bus Pass,Travel,-85.49,expense
543,2025-07-02 14:25:31,Uber Ride,Travel,-164.87,expense
542,2025-07-02 21:31:06,Uber Ride,Travel,-202.49,expense
544,2025-07-03 10:47:51,Petrol Station,Travel,-1201.42,expense
545,2025-07-03 20:03:15,Restaurant Dinner,Food,-458.87,expense
546,2025-07-04 07:26:52,Lunch Canteen,Food,-133.52,expense
547,2025-07-04 22:56:04,Auto Rickshaw,Travel,-29.98,expense
550,2025-07-05 06:56:55,Clothing Store,Shopping,-1289.25,expense
548,2025-07-05 19:13:18,Spotify Premium,Entertainment,-119,expense
549,2025-07-05 19:35:57,Amazon Prime,Entertainment,-299,expense
552,2025-07-06 13:05:23,Freelance Payment,Freelance,9366.24,income
554,2025-07-06 14:09:54,Flipkart Purchase,Shopping,-1351.22,expense
551,2025-07-06 18:40:11,Netflix Subscription,Entertainment,-649,expense
553,2025-07-06 22:12:30,Haircut Salon,Other,-298.19,expense
557,2025-07-07 14:31:01,Grocery Store,Food,-263.33,expense
556,2025-07-07 17:48:34,Ola Cab,Travel,-121.16,expense
555,2025-07-07 21:19:16,Books Purchase,Other,-200.72,expense
560,2025-07-08 11:52:48,Uber Ride,Travel,-118.26,expense
558,2025-07-08 15:54:50,Uber Ride,Travel,-153.44,expense
559,2025-07-08 18:42:39,Books Purchase,Other,-468.56,expense
563,2025-07-09 07:18:24,Grocery Store,Food,-314.33,expense
565,2025-07-09 13:09:36,ATM Withdrawal,Other,-1390.09,expense
561,2025-07-09 16:08:15,Electricity Bill,Bills,-710.75,expense
562,2025-07-09 19:41:54,Bakery,Food,-124.22,expense
564,2025-07-09 22:10:34,Metro Card Recharge,Travel,-308.19,expense
567,2025-07-10 06:08:09,Petrol Station,Travel,-1651.66,expense
566,2025-07-10 15:35:23,Hotel Booking,Travel,-4862.74,expense
569,2025-07-11 07:53:08,Street Food,Food,-29.67,expense
568,2025-07-11 15:46:38,Internet Bill,Bills,-843.88,expense
571,2025-07-11 15:57:06,Auto Rickshaw,Travel,-36.63,expense
570,2025-07-11 23:29:08,Auto Rickshaw,Travel,-80.25,expense
573,2025-07-12 07:35:42,Auto Rickshaw,Travel,-78.56,expense
575,2025-07-12 15:59:11,Ola Cab,Travel,-216.43,expense
572,2025-07-12 18:15:18,Shopping Mall,Shopping,-620.12,expense
574,2025-07-12 22:31:10,Uber Ride,Travel,-189.85,expense
578,2025-07-13 12:31:39,Sports Event Ticket,Entertainment,-833.82,expense
577,2025-07-13 17:41:14,Movie Tickets,Entertainment,-491.0,expense
576,2025-07-13 21:13:17,Bakery,Food,-70.5,expense
579,2025-07-14 12:52:32,Books Purchase,Other,-318.67,expense
581,2025-07-14 19:40:47,ATM Withdrawal,Other,-889.16,expense
580,2025-07-14 22:14:38,Street Food,Food,-56.69,expense
583,2025-07-15 06:18:26,Auto Rickshaw,Travel,-33.64,expense
584,2025-07-15 15:13:02,Petrol Station,Travel,-1286.54,expense
582,2025-07-15 23:11:19,Swiggy Order,Food,-261.37,expense
587,2025-07-16 11:22:03,ATM Withdrawal,Other,-1148.39,expense
585,2025-07-16 20:10:12,ATM Withdrawal,Other,-565.01,expense
586,2025-07-16 22:01:13,Bakery,Food,-50.22,expense
589,2025-07-17 12:42:52,Uber Ride,Travel,-217.85,expense
588,2025-07-17 22:35:55,Metro Card Recharge,Travel,-315.56,expense
591,2025-07-18 15:32:17,Petrol Station,Travel,-1588.79,expense
590,2025-07-18 20:28:09,Metro Card Recharge,Travel,-227.25,expense
592,2025-07-19 19:42:15,ATM Withdrawal,Other,-1126.89,expense
593,2025-07-19 21:13:52,Cafe Coffee,Food,-75.31,expense
594,2025-07-20 20:17:10,Gym Membership,Other,-853.07,expense
595,2025-07-20 21:43:17,Grocery Store,Food,-646.79,expense
597,2025-07-21 06:24:46,Swiggy Order,Food,-267.42,expense
596,2025-07-21 12:48:03,Cafe Coffee,Food,-71.7,expense
599,2025-07-21 19:01:11,Cafe Coffee,Food,-95.65,expense
598,2025-07-21 23:22:48,Cafe Coffee,Food,-83.24,expense
600,2025-07-22 09:47:27,Bus Pass,Travel,-121.62,expense
601,2025-07-22 23:47:42,Laundry Service,Other,-221.11,expense
603,2025-07-23 15:42:10,Medical Consultation,Other,-435.4,expense
602,2025-07-23 19:21:14,Zomato Delivery,Food,-306.23,expense
604,2025-07-24 14:31:15,Grocery Store,Food,-553.11,expense
605,2025-07-24 23:12:12,Gym Membership,Other,-757.26,expense
607,2025-07-25 13:41:43,Zomato Delivery,Food,-326.26,expense
606,2025-07-25 18:18:00,Cafe Coffee,Food,-77.86,expense
608,2025-07-26 14:18:42,Uber Ride,Travel,-209.0,expense
610,2025-07-26 17:47:17,Petrol Station,Travel,-1348.44,expense
609,2025-07-26 21:21:20,Flipkart Purchase,Shopping,-363.69,expense
613,2025-07-27 14:13:31,Cafe Coffee,Food,-57.74,expense
611,2025-07-27 18:06:53,Street Food,Food,-27.12,expense
612,2025-07-27 21:21:15,Ola Cab,Travel,-171.74,expense
614,2025-07-28 07:23:26,Salary Deposit,Salary,69423.75,income
615,2025-07-28 18:38:43,Petrol Station,Travel,-1641.21,expense
616,2025-07-29 07:55:09,Swiggy Order,Food,-273.51,expense
617,2025-07-29 16:35:27,Bakery,Food,-108.21,expense
618,2025-07-29 21:28:29,Juice Bar,Food,-46.87,expense
619,2025-07-30 08:12:08,Juice Bar,Food,-42.29,expense
621,2025-07-30 18:44:09,Street Food,Food,-63.78,expense
620,2025-07-30 22:00:23,Street Food,Food,-65.48,expense
623,2025-07-31 08:19:49,Metro Card Recharge,Travel,-341.44,expense
624,2025-07-31 15:12:17,Zomato Delivery,Food,-375.0,expense
622,2025-07-31 18:34:21,Lunch Canteen,Food,-63.37,expense
625,2025-08-01 09:00:15,Rent Payment,Rent,-12890.59,expense
627,2025-08-01 10:55:51,Metro Card Recharge,Travel,-383.71,expense
626,2025-08-01 18:33:40,Bakery,Food,-46.15,expense
628,2025-08-01 22:35:36,Books Purchase,Other,-305.18,expense
629,2025-08-02 20:53:51,Medical Consultation,Other,-563.46,expense
630,2025-08-02 22:25:48,Movie Tickets,Entertainment,-549.21,expense
631,2025-08-03 20:59:52,Spotify Premium,Entertainment,-119,expense
632,2025-08-03 22:46:18,Grocery Store,Food,-552.09,expense
634,2025-08-04 12:12:23,Freelance Payment,Freelance,7607.17,income
635,2025-08-04 13:05:17,Metro Card Recharge,Travel,-202.86,expense
633,2025-08-04 17:08:21,Netflix Subscription,Entertainment,-649,expense
637,2025-08-04 18:37:37,Ola Cab,Travel,-195.81,expense
636,2025-08-04 23:11:35,Laundry Service,Other,-245.62,expense
638,2025-08-05 13:08:38,Electricity Bill,Bills,-1100.91,expense
640,2025-08-05 19:07:28,Haircut Salon,Other,-228.58,expense
639,2025-08-05 19:19:51,Amazon Prime,Entertainment,-299,expense
641,2025-08-05 23:50:20,Petrol Station,Travel,-1739.17,expense
643,2025-08-06 08:24:42,Street Food,Food,-51.09,expense
645,2025-08-06 14:52:06,Cafe Coffee,Food,-96.66,expense
644,2025-08-06 18:59:10,Haircut Salon,Other,-163.66,expense
642,2025-08-06 22:35:13,Bakery,Food,-66.88,expense
646,2025-08-07 09:32:10,Cafe Coffee,Food,-100.37,expense
648,2025-08-07 14:42:49,Petrol Station,Travel,-972.44,expense
647,2025-08-07 23:59:57,Grocery Store,Food,-211.87,expense
650,2025-08-08 12:48:18,Medical Consultation,Other,-512.31,expense
649,2025-08-08 20:16:54,Laundry Service,Other,-176.56,expense
654,2025-08-09 06:20:59,Sports Event Ticket,Entertainment,-836.83,expense
653,2025-08-09 14:35:24,Books Purchase,Other,-367.72,expense
651,2025-08-09 14:44:17,Hotel Booking,Travel,-3974.81,expense
652,2025-08-09 17:26:57,Street Food,Food,-58.65,expense
657,2025-08-10 11:16:01,Ola Cab,Travel,-224.81,expense
656,2025-08-10 15:33:51,Sports Event Ticket,Entertainment,-417.28,expense
655,2025-08-10 22:28:48,Street Food,Food,-37.55,expense
658,2025-08-11 14:08:25,Internet Bill,Bills,-629.41,expense
660,2025-08-11 16:30:46,Bus Pass,Travel,-166.09,expense
661,2025-08-11 18:18:22,Gym Membership,Other,-1158.52,expense
659,2025-08-11 22:59:13,Street Food,Food,-63.13,expense
664,2025-08-12 12:10:01,Bakery,Food,-72.94,expense
662,2025-08-12 16:35:56,Freelance Payment,Freelance,7631.82,income
663,2025-08-12 19:02:38,ATM Withdrawal,Other,-595.42,expense
666,2025-08-13 20:08:57,Street Food,Food,-34.3,expense
665,2025-08-13 22:51:21,Laundry Service,Other,-89.11,expense
668,2025-08-14 07:05:20,Laundry Service,Other,-211.74,expense
667,2025-08-14 19:25:22,Zomato Delivery,Food,-357.15,expense
669,2025-08-14 22:11:09,Zomato Delivery,Food,-261.75,expense
670,2025-08-15 20:46:48,Haircut Salon,Other,-185.87,expense
671,2025-08-15 21:41:19,Laundry Service,Other,-89.17,expense
673,2025-08-16 11:39:09,Lunch Canteen,Food,-108.26,expense
674,2025-08-16 18:18:42,Flipkart Purchase,Shopping,-586.98,expense
672,2025-08-16 22:11:00,Street Food,Food,-27.7,expense
676,2025-08-17 17:06:58,Uber Ride,Travel,-194.0,expense
675,2025-08-17 22:08:45,Juice Bar,Food,-85.11,expense
678,2025-08-18 07:16:06,Street Food,Food,-25.78,expense
677,2025-08-18 09:33:25,Petrol Station,Travel,-1512.29,expense
680,2025-08-19 10:01:32,Gym Membership,Other,-609.65,expense
679,2025-08-19 18:08:57,Cashback Refund,Other,250.0,income
681,2025-08-20 07:47:27,Street Food,Food,-54.59,expense
683,2025-08-20 16:18:51,Gym Membership,Other,-1149.56,expense
682,2025-08-20 23:46:07,Zomato Delivery,Food,-115.66,expense
686,2025-08-21 08:03:51,Haircut Salon,Other,-328.2,expense
684,2025-08-21 13:01:01,Street Food,Food,-30.8,expense
685,2025-08-21 21:43:16,Zomato Delivery,Food,-125.65,expense
687,2025-08-22 14:03:16,Medical Consultation,Other,-387.37,expense
688,2025-08-22 23:34:39,Zomato Delivery,Food,-273.69,expense
690,2025-08-23 18:47:52,Petrol Station,Travel,-764.71,expense
689,2025-08-23 19:39:30,Cashback Refund,Other,408.01,income
693,2025-08-24 11:53:51,Swiggy Order,Food,-168.76,expense
692,2025-08-24 16:49:13,Street Food,Food,-29.55,expense
691,2025-08-24 18:34:41,Amazon Order,Shopping,-378.11,expense
694,2025-08-25 07:32:12,Grocery Store,Food,-307.8,expense
695,2025-08-25 13:57:48,Haircut Salon,Other,-242.6,expense
696,2025-08-25 22:36:12,Laundry Service,Other,-157.91,expense
698,2025-08-26 07:24:15,ATM Withdrawal,Other,-1311.81,expense
697,2025-08-26 18:08:30,Zomato Delivery,Food,-330.6,expense
700,2025-08-27 13:27:05,Lunch Canteen,Food,-115.64,expense
699,2025-08-27 17:49:03,Petrol Station,Travel,-1612.84,expense
701,2025-08-28 08:11:18,Salary Deposit,Salary,53851.77,income
703,2025-08-28 11:23:34,Medical Consultation,Other,-648.93,expense
702,2025-08-28 19:04:35,Bakery,Food,-70.93,expense
705,2025-08-29 11:37:31,Gym Membership,Other,-606.01,expense
704,2025-08-29 17:40:46,Lunch Canteen,Food,-120.84,expense
707,2025-08-30 09:20:08,Petrol Station,Travel,-777.9,expense
706,2025-08-30 21:58:13,Stationery Shop,Shopping,-205.25,expense
709,2025-08-31 18:18:01,Metro Card Recharge,Travel,-170.17,expense
708,2025-08-31 21:21:34,Stationery Shop,Shopping,-206.04,expense
710,2025-09-01 07:58:23,Rent Payment,Rent,-11838.46,expense
714,2025-09-01 08:23:25,Medical Consultation,Other,-282.74,expense
712,2025-09-01 14:26:33,Haircut Salon,Other,-218.98,expense
711,2025-09-01 18:41:20,Cashback Refund,Other,138.9,income
713,2025-09-01 20:48:06,Lunch Canteen,Food,-85.56,expense
715,2025-09-01 21:23:17,Medical Consultation,Other,-663.39,expense
716,2025-09-02 11:35:00,Medical Consultation,Other,-549.22,expense
717,2025-09-02 18:05:51,Books Purchase,Other,-432.81,expense
718,2025-09-03 13:38:58,ATM Withdrawal,Other,-698.87,expense
719,2025-09-03 19:15:32,Laundry Service,Other,-217.27,expense
720,2025-09-03 22:00:50,Metro Card Recharge,Travel,-388.26,expense
721,2025-09-04 08:22:08,Medical Consultation,Other,-544.69,expense
722,2025-09-04 14:42:40,Laundry Service,Other,-224.74,expense
723,2025-09-04 17:18:06,Medical Consultation,Other,-308.73,expense
725,2025-09-05 09:17:34,Metro Card Recharge,Travel,-315.55,expense
724,2025-09-05 20:29:30,Haircut Salon,Other,-202.17,expense
726,2025-09-05 21:24:48,Books Purchase,Other,-192.88,expense
729,2025-09-06 12:54:47,Uber Ride,Travel,-218.67,expense
730,2025-09-06 19:22:18,Shopping Mall,Shopping,-2107.01,expense
727,2025-09-06 19:23:01,Spotify Premium,Entertainment,-119,expense
728,2025-09-06 20:59:47,Cashback Refund,Other,549.61,income
732,2025-09-07 18:24:55,Shopping Mall,Shopping,-1550.19,expense
731,2025-09-07 23:21:04,Movie Tickets,Entertainment,-304.38,expense
736,2025-09-08 07:43:32,Uber Ride,Travel,-114.72,expense
735,2025-09-08 14:16:43,Freelance Payment,Freelance,7130.26,income
733,2025-09-08 17:46:56,Netflix Subscription,Entertainment,-649,expense
734,2025-09-08 18:59:54,Amazon Prime,Entertainment,-299,expense
737,2025-09-08 22:53:57,Metro Card Recharge,Travel,-276.25,expense
739,2025-09-09 13:12:09,Bus Pass,Travel,-109.59,expense
738,2025-09-09 23:30:08,Medical Consultation,Other,-337.55,expense
744,2025-09-10 08:57:27,Auto Rickshaw,Travel,-33.08,expense
740,2025-09-10 14:56:52,Electricity Bill,Bills,-816.13,expense
741,2025-09-10 16:52:48,Metro Card Recharge,Travel,-343.25,expense
742,2025-09-10 17:53:51,Restaurant Dinner,Food,-275.26,expense
743,2025-09-10 21:10:31,Juice Bar,Food,-46.52,expense
748,2025-09-11 06:14:42,Books Purchase,Other,-209.78,expense
747,2025-09-11 12:55:54,Medical Consultation,Other,-419.14,expense
745,2025-09-11 14:29:56,Internet Bill,Bills,-831.12,expense
749,2025-09-11 18:27:33,Gym Membership,Other,-644.08,expense
746,2025-09-11 23:23:00,Cafe Coffee,Food,-87.7,expense
751,2025-09-12 11:11:58,Bus Pass,Travel,-102.34,expense
752,2025-09-12 13:21:51,Juice Bar,Food,-45.52,expense
753,2025-09-12 17:50:04,Auto Rickshaw,Travel,-59.1,expense
750,2025-09-12 21:57:09,Auto Rickshaw,Travel,-61.07,expense
756,2025-09-13 06:21:59,ATM Withdrawal,Other,-1039.19,expense
755,2025-09-13 14:12:01,Gaming Purchase,Entertainment,-734.69,expense
754,2025-09-13 18:16:45,Cashback Refund,Other,545.01,income
757,2025-09-14 07:57:03,Restaurant Dinner,Food,-380.52,expense
758,2025-09-14 20:40:45,Swiggy Order,Food,-183.01,expense
759,2025-09-15 14:28:37,Freelance Payment,Freelance,7475.15,income
761,2025-09-15 16:17:21,Juice Bar,Food,-63.03,expense
760,2025-09-15 19:44:15,Uber Ride,Travel,-191.79,expense
762,2025-09-15 21:01:10,Uber Ride,Travel,-127.06,expense
764,2025-09-16 09:17:01,Zomato Delivery,Food,-274.5,expense
765,2025-09-16 17:22:20,Gym Membership,Other,-972.64,expense
763,2025-09-16 22:40:11,Street Food,Food,-58.99,expense
766,2025-09-17 10:42:21,Laundry Service,Other,-98.57,expense
767,2025-09-17 18:18:26,Swiggy Order,Food,-318.13,expense
768,2025-09-18 06:00:02,Medical Consultation,Other,-449.52,expense
769,2025-09-18 23:23:05,Gym Membership,Other,-1189.64,expense
773,2025-09-19 08:20:24,Laundry Service,Other,-239.24,expense
770,2025-09-19 13:49:01,Books Purchase,Other,-323.47,expense
772,2025-09-19 18:44:42,Juice Bar,Food,-81.29,expense
771,2025-09-19 22:58:54,Cafe Coffee,Food,-84.63,expense
776,2025-09-20 07:56:48,Medical Consultation,Other,-496.71,expense
775,2025-09-20 13:20:58,Zomato Delivery,Food,-196.29,expense
774,2025-09-20 22:37:48,Uber Ride,Travel,-176.07,expense
777,2025-09-21 10:56:17,Swiggy Order,Food,-199.42,expense
778,2025-09-21 12:22:55,Shopping Mall,Shopping,-1123.43,expense
779,2025-09-22 14:08:09,Juice Bar,Food,-56.33,expense
780,2025-09-22 23:54:13,ATM Withdrawal,Other,-715.5,expense
781,2025-09-23 08:07:01,Bakery,Food,-68.28,expense
782,2025-09-23 23:47:55,Petrol Station,Travel,-713.49,expense
783,2025-09-24 08:42:25,Grocery Store,Food,-549.99,expense
785,2025-09-24 18:25:47,Street Food,Food,-69.57,expense
784,2025-09-24 23:49:03,Haircut Salon,Other,-203.15,expense
789,2025-09-25 08:21:57,Gym Membership,Other,-876.8,expense
786,2025-09-25 12:55:49,Cafe Coffee,Food,-89.16,expense
788,2025-09-25 17:46:07,Auto Rickshaw,Travel,-86.08,expense
787,2025-09-25 23:11:43,Grocery Store,Food,-530.16,expense
791,2025-09-26 08:36:49,Grocery Store,Food,-615.62,expense
790,2025-09-26 15:02:37,Laundry Service,Other,-137.85,expense
793,2025-09-26 19:54:15,Lunch Canteen,Food,-133.17,expense
792,2025-09-26 21:20:13,Uber Ride,Travel,-111.93,expense
795,2025-09-27 10:55:08,Shopping Mall,Shopping,-1074.64,expense
794,2025-09-27 16:59:28,Pharmacy,Shopping,-265.7,expense
796,2025-09-28 08:54:03,Salary Deposit,Salary,67486.54,income
799,2025-09-28 09:51:17,Stationery Shop,Shopping,-238.02,expense
800,2025-09-28 17:14:15,Gaming Purchase,Entertainment,-486.96,expense
797,2025-09-28 18:26:51,Cashback Refund,Other,127.82,income
798,2025-09-28 21:10:08,Restaurant Dinner,Food,-538.79,expense
801,2025-09-29 08:22:58,Bakery,Food,-46.11,expense
802,2025-09-29 20:02:50,Street Food,Food,-65.82,expense
804,2025-09-30 19:00:45,Bakery,Food,-104.17,expense
803,2025-09-30 21:03:31,Petrol Station,Travel,-1537.92,expense
805,2025-10-01 08:01:23,Rent Payment,Rent,-11775.86,expense
806,2025-10-01 14:16:45,Gym Membership,Other,-1163.65,expense
809,2025-10-02 12:21:29,Metro Card Recharge,Travel,-240.46,expense
808,2025-10-02 20:26:22,Metro Card Recharge,Travel,-244.83,expense
807,2025-10-02 21:39:33,Restaurant Dinner,Food,-485.96,expense
812,2025-10-03 06:48:17,Bakery,Food,-109.03,expense
813,2025-10-03 16:17:20,Ola Cab,Travel,-179.57,expense
810,2025-10-03 19:55:20,Amazon Prime,Entertainment,-299,expense
